id,date,receiver_deliverer,details,amount,currency,debit_credit
1482,2021-08-09,Rahva Raamat e-pood\Saue,'5555******4444 09.08.21  Rahva Raamat e-pood\Saue,472.04,EUR,D
1483,2021-08-10,Eeden Keskus\Otepää,'5555******4444 10.08.21  Eeden Keskus\Otepää,211.93,EUR,D
1484,2021-08-10,Kertu,Transaction with Kertu,15.73,EUR,K
1485,2021-08-10,Expert\Tapa,'5555******4444 10.08.21  Expert\Tapa,434.34,EUR,D
1486,2021-08-10,Heino,Transaction with Heino,748.3,EUR,D
1487,2021-08-11,H&M\Saku,'5555******4444 11.08.21  H&M\Saku,288.0,EUR,D
1488,2021-08-11,Taavi,Transaction with Taavi,708.24,EUR,K
1489,2021-08-11,Sander,Transaction with Sander,197.72,EUR,D
1490,2021-08-12,PetCenter\Otepää,'5555******4444 12.08.21  PetCenter\Otepää,357.39,EUR,D
1491,2021-08-12,Kaubamaja e-pood\Võsu,'5555******4444 12.08.21  Kaubamaja e-pood\Võsu,264.41,EUR,D
1492,2021-08-12,Statoil\Kunda,'5555******4444 12.08.21  Statoil\Kunda,53.32,EUR,D
1493,2021-08-12,Circle K\Paldiski,'5555******4444 12.08.21  Circle K\Paldiski,48.12,EUR,D
1494,2021-08-12,Monton\Lohusuu,'5555******4444 12.08.21  Monton\Lohusuu,219.79,EUR,D
1495,2021-08-14,Alexela\Jõgeva,'5555******4444 14.08.21  Alexela\Jõgeva,82.03,EUR,D
1496,2021-08-14,Viktor,Salary from Viktor,3247.76,EUR,K
1497,2021-08-16,Neste\Kiviõli,'5555******4444 16.08.21  Neste\Kiviõli,92.39,EUR,D
1498,2021-08-16,Terminal Oil\Loksa,'5555******4444 16.08.21  Terminal Oil\Loksa,54.64,EUR,D
1499,2021-08-17,Alexela\Luunja,'5555******4444 17.08.21  Alexela\Luunja,45.45,EUR,D
1500,2021-08-17,Alexela\Tartu,'5555******4444 17.08.21  Alexela\Tartu,27.6,EUR,D
1501,2021-08-18,Lindex\Võsu,'5555******4444 18.08.21  Lindex\Võsu,368.69,EUR,D
1502,2021-08-19,ONOFF\Lääne-Nigula,'5555******4444 19.08.21  ONOFF\Lääne-Nigula,357.26,EUR,D
1503,2021-08-20,Koduekstra\Narva,'5555******4444 20.08.21  Koduekstra\Narva,148.12,EUR,D
1504,2021-08-20,Ivo,Transaction with Ivo,969.44,EUR,D
1505,2021-08-20,Rademar\Viljandi,'5555******4444 20.08.21  Rademar\Viljandi,273.62,EUR,D
1506,2021-08-22,Baltman\Kärdla,'5555******4444 22.08.21  Baltman\Kärdla,109.99,EUR,D
1507,2021-08-22,Circle K\Kiviõli,'5555******4444 22.08.21  Circle K\Kiviõli,66.64,EUR,D
1508,2021-08-22,Andres,Transaction with Andres,304.7,EUR,D
1509,2021-08-23,Birgit,Transaction with Birgit,967.84,EUR,D
1510,2021-08-23,Neste\Saue,'5555******4444 23.08.21  Neste\Saue,36.73,EUR,D
1511,2021-08-23,Linda,Transaction with Linda,567.65,EUR,K
1512,2021-08-25,Home Decor\Kohtla-Järve,'5555******4444 25.08.21  Home Decor\Kohtla-Järve,265.37,EUR,D
1513,2021-08-25,Hansapost e-pood\Saue,'5555******4444 25.08.21  Hansapost e-pood\Saue,156.6,EUR,D
1514,2021-08-25,Värvikeskus\Elva,'5555******4444 25.08.21  Värvikeskus\Elva,223.11,EUR,D
1515,2021-08-25,NS King\Valga,'5555******4444 25.08.21  NS King\Valga,290.13,EUR,D
1516,2021-08-25,PetCity e-pood\Jõhvi,'5555******4444 25.08.21  PetCity e-pood\Jõhvi,24.45,EUR,D
1517,2021-08-26,Kaup24\Tõrva,'5555******4444 26.08.21  Kaup24\Tõrva,240.51,EUR,D
1518,2021-08-26,Euro Oil\Lihula,'5555******4444 26.08.21  Euro Oil\Lihula,18.33,EUR,D
1519,2021-08-26,Sadama Turg\Kose,'5555******4444 26.08.21  Sadama Turg\Kose,154.13,EUR,D
1520,2021-08-26,Olerex\Paldiski,'5555******4444 26.08.21  Olerex\Paldiski,96.23,EUR,D
1521,2021-08-27,Photopoint\Jõgeva,'5555******4444 27.08.21  Photopoint\Jõgeva,419.34,EUR,D
1522,2021-08-27,Anneli,Transaction with Anneli,593.99,EUR,K
1523,2021-08-27,Circle K\Türi,'5555******4444 27.08.21  Circle K\Türi,35.22,EUR,D
1524,2021-08-27,Kidzone\Elva,'5555******4444 27.08.21  Kidzone\Elva,9.62,EUR,D
1525,2021-08-27,Helena,Transaction with Helena,537.79,EUR,D
1526,2021-08-28,PetCity\Põlva,'5555******4444 28.08.21  PetCity\Põlva,129.27,EUR,D
1527,2021-08-28,Abakhan\Rakvere,'5555******4444 28.08.21  Abakhan\Rakvere,18.19,EUR,D
1528,2021-08-28,Jetoil\Tabasalu,'5555******4444 28.08.21  Jetoil\Tabasalu,45.23,EUR,D
1529,2021-08-29,Olerex\Rakvere,'5555******4444 29.08.21  Olerex\Rakvere,96.28,EUR,D
1530,2021-08-29,Alko1000\Tapa,'5555******4444 29.08.21  Alko1000\Tapa,140.13,EUR,D
1531,2021-08-30,Pärnu Vesi\Mustvee,'5555******4444 30.08.21  Pärnu Vesi\Mustvee,36.89,EUR,D
1532,2021-08-30,Home4You\Rapla,'5555******4444 30.08.21  Home4You\Rapla,410.8,EUR,D
1533,2021-08-31,AlkoExpress\Lääne-Nigula,'5555******4444 31.08.21  AlkoExpress\Lääne-Nigula,85.32,EUR,D
1534,2021-08-31,Terminal Oil\Keila,'5555******4444 31.08.21  Terminal Oil\Keila,64.28,EUR,D
1535,2021-09-01,XS Mänguasjad\Paldiski,'5555******4444 01.09.21  XS Mänguasjad\Paldiski,229.57,EUR,D
1536,2021-09-01,Solaris Keskus\Otepää,'5555******4444 01.09.21  Solaris Keskus\Otepää,470.68,EUR,D
1537,2021-09-01,Kaup24\Jõgeva,'5555******4444 01.09.21  Kaup24\Jõgeva,9.02,EUR,D
1538,2021-09-01,Ivo Nikkolo\Lääne-Nigula,'5555******4444 01.09.21  Ivo Nikkolo\Lääne-Nigula,95.71,EUR,D
1539,2021-09-02,XS Mänguasjad\Kilingi-Nõmme,'5555******4444 02.09.21  XS Mänguasjad\Kilingi-Nõmme,16.42,EUR,D
1540,2021-09-03,Tööriistamarket\Kiviõli,'5555******4444 03.09.21  Tööriistamarket\Kiviõli,117.87,EUR,D
1541,2021-09-03,Baltman\Rapla,'5555******4444 03.09.21  Baltman\Rapla,346.69,EUR,D
1542,2021-09-03,Jysk\Saue,'5555******4444 03.09.21  Jysk\Saue,59.89,EUR,D
1543,2021-09-03,Kristjan,Transaction with Kristjan,797.23,EUR,D
1544,2021-09-04,Mohito\Kunda,'5555******4444 04.09.21  Mohito\Kunda,450.73,EUR,D
1545,2021-09-05,Rimi e-pood\Kose,'5555******4444 05.09.21  Rimi e-pood\Kose,402.29,EUR,D
1546,2021-09-05,Circle K\Saue,'5555******4444 05.09.21  Circle K\Saue,51.69,EUR,D
1547,2021-09-05,Matkasell\Otepää,'5555******4444 05.09.21  Matkasell\Otepää,399.43,EUR,D
1548,2021-09-05,Aivar,Salary from Aivar,2870.52,EUR,K
1549,2021-09-06,Espak\Keila,'5555******4444 06.09.21  Espak\Keila,73.72,EUR,D
1550,2021-09-06,Home4You\Kilingi-Nõmme,'5555******4444 06.09.21  Home4You\Kilingi-Nõmme,302.3,EUR,D
1551,2021-09-06,Circle K\Jõgeva,'5555******4444 06.09.21  Circle K\Jõgeva,96.53,EUR,D
1552,2021-09-06,Egle,Salary from Egle,2160.24,EUR,K
1553,2021-09-06,Meelis,Salary from Meelis,4714.99,EUR,K
1554,2021-09-07,Hannes,Salary from Hannes,3954.63,EUR,K
1555,2021-09-07,Eveli,Transaction with Eveli,607.58,EUR,K
1556,2021-09-08,Jana,Salary from Jana,4250.66,EUR,K
1557,2021-09-09,Jana,Transaction with Jana,614.76,EUR,K
1558,2021-09-09,Aivar,Transaction with Aivar,119.24,EUR,D
1559,2021-09-10,Neste\Kohtla-Järve,'5555******4444 10.09.21  Neste\Kohtla-Järve,21.05,EUR,D
1560,2021-09-11,Maxima\Kunda,'5555******4444 11.09.21  Maxima\Kunda,353.81,EUR,D
1561,2021-09-11,Mihkel,Transaction with Mihkel,614.12,EUR,D
1562,2021-09-11,Oomipood\Võhma,'5555******4444 11.09.21  Oomipood\Võhma,140.6,EUR,D
1563,2021-09-11,ZooPlan\Paldiski,'5555******4444 11.09.21  ZooPlan\Paldiski,359.41,EUR,D
1564,2021-09-12,Circle K\Saue,'5555******4444 12.09.21  Circle K\Saue,44.29,EUR,D
1565,2021-09-12,Signe,Transaction with Signe,888.91,EUR,D
1566,2021-09-12,Rademar\Võsu,'5555******4444 12.09.21  Rademar\Võsu,74.2,EUR,D
1567,2021-09-13,Uuskasutuskeskus\Võru,'5555******4444 13.09.21  Uuskasutuskeskus\Võru,140.49,EUR,D
1568,2021-09-14,Terminal Oil\Kuressaare,'5555******4444 14.09.21  Terminal Oil\Kuressaare,93.25,EUR,D
1569,2021-09-14,Tallinna Kaubamaja\Saue,'5555******4444 14.09.21  Tallinna Kaubamaja\Saue,496.07,EUR,D
1570,2021-09-15,Solaris Keskus\Püssi,'5555******4444 15.09.21  Solaris Keskus\Püssi,485.03,EUR,D
1571,2021-09-15,Kurepesa\Kohtla-Järve,'5555******4444 15.09.21  Kurepesa\Kohtla-Järve,457.84,EUR,D
1572,2021-09-15,Espak\Põltsamaa,'5555******4444 15.09.21  Espak\Põltsamaa,114.36,EUR,D
1573,2021-09-15,Katrin,Transaction with Katrin,380.08,EUR,K
1574,2021-09-16,Jysk\Kohtla-Järve,'5555******4444 16.09.21  Jysk\Kohtla-Järve,26.69,EUR,D
1575,2021-09-16,ZooPlan\Saue,'5555******4444 16.09.21  ZooPlan\Saue,26.47,EUR,D
1576,2021-09-16,Kose Vesi\Kohtla-Järve,'5555******4444 16.09.21  Kose Vesi\Kohtla-Järve,72.58,EUR,D
1577,2021-09-16,Arno,Transaction with Arno,137.99,EUR,K
1578,2021-09-17,Magaziin\Mustvee,'5555******4444 17.09.21  Magaziin\Mustvee,33.54,EUR,D
1579,2021-09-17,Euro Oil\Keila,'5555******4444 17.09.21  Euro Oil\Keila,11.63,EUR,D
1580,2021-09-17,Viimistlusmarket\Saku,'5555******4444 17.09.21  Viimistlusmarket\Saku,377.03,EUR,D
1581,2021-09-17,Euro Oil\Paide,'5555******4444 17.09.21  Euro Oil\Paide,39.64,EUR,D
1582,2021-09-17,Jetoil\Lihula,'5555******4444 17.09.21  Jetoil\Lihula,57.65,EUR,D
1583,2021-09-18,Euro Oil\Kuressaare,'5555******4444 18.09.21  Euro Oil\Kuressaare,85.48,EUR,D
1584,2021-09-18,Terminal Oil\Jõhvi,'5555******4444 18.09.21  Terminal Oil\Jõhvi,69.06,EUR,D
1585,2021-09-20,SkyMedia\Põlva,'5555******4444 20.09.21  SkyMedia\Põlva,23.3,EUR,D
1586,2021-09-20,Rahva Raamat e-pood\Lihula,'5555******4444 20.09.21  Rahva Raamat e-pood\Lihula,173.51,EUR,D
1587,2021-09-20,Home Decor\Kärdla,'5555******4444 20.09.21  Home Decor\Kärdla,364.97,EUR,D
1588,2021-09-22,Jetoil\Rakvere,'5555******4444 22.09.21  Jetoil\Rakvere,13.08,EUR,D
1589,2021-09-22,Aatrium\Võru,'5555******4444 22.09.21  Aatrium\Võru,18.95,EUR,D
1590,2021-09-23,Olerex\Rakvere,'5555******4444 23.09.21  Olerex\Rakvere,24.25,EUR,D
1591,2021-09-23,Imatra Elekter\Sillamäe,'5555******4444 23.09.21  Imatra Elekter\Sillamäe,119.21,EUR,D
1592,2021-09-23,Coop\Kilingi-Nõmme,'5555******4444 23.09.21  Coop\Kilingi-Nõmme,232.01,EUR,D
1593,2021-09-23,Jüri,Salary from Jüri,2157.53,EUR,K
1594,2021-09-24,Elektrilevi\Tabasalu,'5555******4444 24.09.21  Elektrilevi\Tabasalu,37.59,EUR,D
1595,2021-09-24,Expert\Kärdla,'5555******4444 24.09.21  Expert\Kärdla,6.13,EUR,D
1596,2021-09-24,Jysk\Kärdla,'5555******4444 24.09.21  Jysk\Kärdla,139.16,EUR,D
1597,2021-09-24,Helen,Salary from Helen,4773.03,EUR,K
1598,2021-09-24,Reet,Transaction with Reet,990.69,EUR,D
1599,2021-09-25,Alexela\Kärdla,'5555******4444 25.09.21  Alexela\Kärdla,57.13,EUR,D
1600,2021-09-25,Heino,Transaction with Heino,447.22,EUR,K
1601,2021-09-25,Tasku Keskus\Kose,'5555******4444 25.09.21  Tasku Keskus\Kose,440.26,EUR,D
1602,2021-09-25,Signe,Salary from Signe,4074.94,EUR,K
1603,2021-09-25,AlkoExpress\Võru,'5555******4444 25.09.21  AlkoExpress\Võru,37.61,EUR,D
1604,2021-09-26,Nõmme Turg\Saku,'5555******4444 26.09.21  Nõmme Turg\Saku,302.67,EUR,D
1605,2021-09-26,Mari,Transaction with Mari,96.92,EUR,D
1606,2021-09-26,Statoil\Sillamäe,'5555******4444 26.09.21  Statoil\Sillamäe,94.4,EUR,D
1607,2021-09-27,Coop\Kilingi-Nõmme,'5555******4444 27.09.21  Coop\Kilingi-Nõmme,56.18,EUR,D
1608,2021-09-27,Viru Keskus\Kärdla,'5555******4444 27.09.21  Viru Keskus\Kärdla,312.96,EUR,D
1609,2021-09-27,Kaubamaja e-pood\Vastseliina,'5555******4444 27.09.21  Kaubamaja e-pood\Vastseliina,244.11,EUR,D
1610,2021-09-28,Klick\Türi,'5555******4444 28.09.21  Klick\Türi,462.58,EUR,D
1611,2021-09-28,Annika,Salary from Annika,4344.37,EUR,K
1612,2021-09-28,PetCity\Kärdla,'5555******4444 28.09.21  PetCity\Kärdla,347.78,EUR,D
1613,2021-09-28,Jetoil\Kunda,'5555******4444 28.09.21  Jetoil\Kunda,34.41,EUR,D
1614,2021-10-01,Oomipood\Elva,'5555******4444 01.10.21  Oomipood\Elva,85.93,EUR,D
1615,2021-10-01,Euro Oil\Tartu,'5555******4444 01.10.21  Euro Oil\Tartu,50.96,EUR,D
1616,2021-10-01,Rademar\Laagri,'5555******4444 01.10.21  Rademar\Laagri,224.33,EUR,D
1617,2021-10-01,Starman\Kärdla,'5555******4444 01.10.21  Starman\Kärdla,137.75,EUR,D
1618,2021-10-02,Alexela\Põltsamaa,'5555******4444 02.10.21  Alexela\Põltsamaa,52.74,EUR,D
1619,2021-10-02,Liviko\Jõhvi,'5555******4444 02.10.21  Liviko\Jõhvi,78.91,EUR,D
1620,2021-10-03,Salva Kindlustus\Võhma,'5555******4444 03.10.21  Salva Kindlustus\Võhma,78.98,EUR,D
1621,2021-10-05,Sandra,Transaction with Sandra,859.59,EUR,K
1622,2021-10-05,Evelin,Transaction with Evelin,28.28,EUR,K
1623,2021-10-05,Maxima\Kohtla-Järve,'5555******4444 05.10.21  Maxima\Kohtla-Järve,352.11,EUR,D
1624,2021-10-06,Euro Oil\Sillamäe,'5555******4444 06.10.21  Euro Oil\Sillamäe,41.36,EUR,D
1625,2021-10-06,NS King\Tõrva,'5555******4444 06.10.21  NS King\Tõrva,76.32,EUR,D
1626,2021-10-06,Tööriistamarket\Jõhvi,'5555******4444 06.10.21  Tööriistamarket\Jõhvi,456.75,EUR,D
1627,2021-10-06,Liina,Transaction with Liina,370.55,EUR,D
1628,2021-10-07,Tuuli,Transaction with Tuuli,117.05,EUR,K
1629,2021-10-07,Indrek,Transaction with Indrek,638.74,EUR,D
1630,2021-10-07,Ingrid,Transaction with Ingrid,506.19,EUR,D
1631,2021-10-07,SkyMedia\Viljandi,'5555******4444 07.10.21  SkyMedia\Viljandi,182.33,EUR,D
1632,2021-10-07,Statoil\Mustvee,'5555******4444 07.10.21  Statoil\Mustvee,10.32,EUR,D
1633,2021-10-08,Sportland\Keila,'5555******4444 08.10.21  Sportland\Keila,161.54,EUR,D
1634,2021-10-08,Apollo Raamatud\Tõrva,'5555******4444 08.10.21  Apollo Raamatud\Tõrva,10.99,EUR,D
1635,2021-10-08,Juveel\Saue,'5555******4444 08.10.21  Juveel\Saue,198.43,EUR,D
1636,2021-10-08,Statoil\Jõgeva,'5555******4444 08.10.21  Statoil\Jõgeva,47.7,EUR,D
1637,2021-10-09,Siim,Transaction with Siim,98.08,EUR,D
1638,2021-10-10,Bauhof e-pood\Võsu,'5555******4444 10.10.21  Bauhof e-pood\Võsu,73.12,EUR,D
1639,2021-10-10,Salva Kindlustus\Paldiski,'5555******4444 10.10.21  Salva Kindlustus\Paldiski,52.67,EUR,D
1640,2021-10-10,Selver\Pärnu,'5555******4444 10.10.21  Selver\Pärnu,287.06,EUR,D
1641,2021-10-10,Kristo,Transaction with Kristo,987.07,EUR,D
1642,2021-10-11,Viktor,Salary from Viktor,2342.35,EUR,K
1643,2021-10-11,Goldtime\Kunda,'5555******4444 11.10.21  Goldtime\Kunda,344.06,EUR,D
1644,2021-10-11,Seesam\Võsu,'5555******4444 11.10.21  Seesam\Võsu,144.85,EUR,D
1645,2021-10-12,Euro Oil\Loksa,'5555******4444 12.10.21  Euro Oil\Loksa,57.48,EUR,D
1646,2021-10-12,Helena,Transaction with Helena,816.78,EUR,D
1647,2021-10-12,Kristiine Keskus\Muhu,'5555******4444 12.10.21  Kristiine Keskus\Muhu,337.36,EUR,D
1648,2021-10-13,Värvikeskus\Paldiski,'5555******4444 13.10.21  Värvikeskus\Paldiski,96.28,EUR,D
1649,2021-10-14,Statoil\Jõhvi,'5555******4444 14.10.21  Statoil\Jõhvi,94.22,EUR,D
1650,2021-10-15,Circle K\Tapa,'5555******4444 15.10.21  Circle K\Tapa,17.38,EUR,D
1651,2021-10-16,Terminal Oil\Lihula,'5555******4444 16.10.21  Terminal Oil\Lihula,15.13,EUR,D
1652,2021-10-16,Kangadzungel\Jõhvi,'5555******4444 16.10.21  Kangadzungel\Jõhvi,181.69,EUR,D
1653,2021-10-19,H&M\Lohusuu,'5555******4444 19.10.21  H&M\Lohusuu,74.62,EUR,D
1654,2021-10-19,Heiki,Transaction with Heiki,306.13,EUR,D
1655,2021-10-19,Kaubamaja e-pood\Tartu,'5555******4444 19.10.21  Kaubamaja e-pood\Tartu,63.32,EUR,D
1656,2021-10-20,Keskturg\Põltsamaa,'5555******4444 20.10.21  Keskturg\Põltsamaa,82.28,EUR,D
1657,2021-10-20,Rademar\Tartu,'5555******4444 20.10.21  Rademar\Tartu,250.09,EUR,D
1658,2021-10-20,Ivo Nikkolo\Kärdla,'5555******4444 20.10.21  Ivo Nikkolo\Kärdla,61.41,EUR,D
1659,2021-10-21,Euro Oil\Kohtla-Järve,'5555******4444 21.10.21  Euro Oil\Kohtla-Järve,15.56,EUR,D
1660,2021-10-21,Meelis,Transaction with Meelis,152.98,EUR,D
1661,2021-10-21,Jysk e-pood\Põltsamaa,'5555******4444 21.10.21  Jysk e-pood\Põltsamaa,441.62,EUR,D
1662,2021-10-21,Toomas,Transaction with Toomas,252.68,EUR,K
1663,2021-10-21,Rimi\Muhu,'5555******4444 21.10.21  Rimi\Muhu,253.26,EUR,D
1664,2021-10-22,Stockmann\Paide,'5555******4444 22.10.21  Stockmann\Paide,362.43,EUR,D
1665,2021-10-22,Juveel\Põltsamaa,'5555******4444 22.10.21  Juveel\Põltsamaa,412.52,EUR,D
1666,2021-10-22,Keskturg\Võru,'5555******4444 22.10.21  Keskturg\Võru,164.55,EUR,D
1667,2021-10-22,Kaup24\Narva,'5555******4444 22.10.21  Kaup24\Narva,284.92,EUR,D
1668,2021-10-22,Evelin,Transaction with Evelin,327.09,EUR,D
1669,2021-10-23,Neste\Maardu,'5555******4444 23.10.21  Neste\Maardu,80.13,EUR,D
1670,2021-10-23,Benu Apteek\Kose,'5555******4444 23.10.21  Benu Apteek\Kose,461.0,EUR,D
1671,2021-10-24,Jetoil\Vastseliina,'5555******4444 24.10.21  Jetoil\Vastseliina,77.32,EUR,D
1672,2021-10-24,E-Selver\Paide,'5555******4444 24.10.21  E-Selver\Paide,463.57,EUR,D
1673,2021-10-25,Starman\Otepää,'5555******4444 25.10.21  Starman\Otepää,132.89,EUR,D
1674,2021-10-25,Argo,Transaction with Argo,477.18,EUR,K
1675,2021-10-25,Liis,Transaction with Liis,955.07,EUR,D
1676,2021-10-25,Jysk\Jõgeva,'5555******4444 25.10.21  Jysk\Jõgeva,282.28,EUR,D
1677,2021-10-25,Eeden Keskus\Kose,'5555******4444 25.10.21  Eeden Keskus\Kose,278.8,EUR,D
1678,2021-10-26,Koduekstra\Laagri,'5555******4444 26.10.21  Koduekstra\Laagri,229.18,EUR,D
1679,2021-10-26,STV\Paldiski,'5555******4444 26.10.21  STV\Paldiski,37.77,EUR,D
1680,2021-10-27,Olerex\Tartu,'5555******4444 27.10.21  Olerex\Tartu,69.89,EUR,D
1681,2021-10-27,Ivo,Transaction with Ivo,278.51,EUR,K
1682,2021-10-27,Zara\Jõhvi,'5555******4444 27.10.21  Zara\Jõhvi,234.26,EUR,D
1683,2021-10-28,Magaziin e-pood\Paldiski,'5555******4444 28.10.21  Magaziin e-pood\Paldiski,389.31,EUR,D
1684,2021-10-28,Liis,Transaction with Liis,156.92,EUR,D
1685,2021-10-29,Olerex\Lohusuu,'5555******4444 29.10.21  Olerex\Lohusuu,89.48,EUR,D
1686,2021-10-29,K-Rauta e-pood\Haapsalu,'5555******4444 29.10.21  K-Rauta e-pood\Haapsalu,240.42,EUR,D
1687,2021-10-29,Oskar,Transaction with Oskar,765.13,EUR,K
1688,2021-10-29,Ehe ja Ehtne\Elva,'5555******4444 29.10.21  Ehe ja Ehtne\Elva,323.8,EUR,D
1689,2021-10-29,Home Decor\Viljandi,'5555******4444 29.10.21  Home Decor\Viljandi,71.1,EUR,D
1690,2021-10-30,Rasmus,Transaction with Rasmus,685.0,EUR,D
1691,2021-10-30,Tanel,Salary from Tanel,3673.61,EUR,K
1692,2021-10-31,ERGO\Tartu,'5555******4444 31.10.21  ERGO\Tartu,166.72,EUR,D
1693,2021-11-01,T1 Mall of Tallinn\Rakvere,'5555******4444 01.11.21  T1 Mall of Tallinn\Rakvere,294.16,EUR,D
1694,2021-11-01,Cropp\Abja-Paluoja,'5555******4444 01.11.21  Cropp\Abja-Paluoja,83.71,EUR,D
1695,2021-11-01,Euro Oil\Võhma,'5555******4444 01.11.21  Euro Oil\Võhma,40.14,EUR,D
1696,2021-11-01,Circle K\Mustvee,'5555******4444 01.11.21  Circle K\Mustvee,66.72,EUR,D
1697,2021-11-01,Evelin,Transaction with Evelin,120.14,EUR,K
1698,2021-11-02,Vallo,Transaction with Vallo,228.77,EUR,K
1699,2021-11-03,Sportland\Kunda,'5555******4444 03.11.21  Sportland\Kunda,364.64,EUR,D
1700,2021-11-03,Alko1000\Tapa,'5555******4444 03.11.21  Alko1000\Tapa,33.4,EUR,D
1701,2021-11-03,Solaris Keskus\Lohusuu,'5555******4444 03.11.21  Solaris Keskus\Lohusuu,324.17,EUR,D
1702,2021-11-04,Terminal Oil\Võru,'5555******4444 04.11.21  Terminal Oil\Võru,53.58,EUR,D
1703,2021-11-04,Hannes,Transaction with Hannes,545.87,EUR,K
1704,2021-11-04,Apollo Raamatud\Kose,'5555******4444 04.11.21  Apollo Raamatud\Kose,293.85,EUR,D
1705,2021-11-04,Kristel,Salary from Kristel,3689.57,EUR,K
1706,2021-11-04,Compensa\Lohusuu,'5555******4444 04.11.21  Compensa\Lohusuu,145.53,EUR,D
1707,2021-11-05,Värvikeskus\Rakvere,'5555******4444 05.11.21  Värvikeskus\Rakvere,208.92,EUR,D
1708,2021-11-05,Aivi,Transaction with Aivi,775.69,EUR,D
1709,2021-11-05,Apollo Raamatud\Saue,'5555******4444 05.11.21  Apollo Raamatud\Saue,280.43,EUR,D
1710,2021-11-06,Sandra,Transaction with Sandra,145.01,EUR,K
1711,2021-11-06,Suunto\Jõhvi,'5555******4444 06.11.21  Suunto\Jõhvi,223.73,EUR,D
1712,2021-11-09,Circle K\Otepää,'5555******4444 09.11.21  Circle K\Otepää,47.44,EUR,D
1713,2021-11-09,Jetoil\Kiviõli,'5555******4444 09.11.21  Jetoil\Kiviõli,23.43,EUR,D
1714,2021-11-09,Viru Keskus\Türi,'5555******4444 09.11.21  Viru Keskus\Türi,294.99,EUR,D
1715,2021-11-10,Statoil\Kiviõli,'5555******4444 10.11.21  Statoil\Kiviõli,91.06,EUR,D
1716,2021-11-10,Grete,Transaction with Grete,364.08,EUR,K
1717,2021-11-10,Rademar\Põltsamaa,'5555******4444 10.11.21  Rademar\Põltsamaa,160.24,EUR,D
1718,2021-11-11,Motonet\Lihula,'5555******4444 11.11.21  Motonet\Lihula,288.11,EUR,D
1719,2021-11-11,Anu,Salary from Anu,4344.5,EUR,K
1720,2021-11-12,PZU\Lihula,'5555******4444 12.11.21  PZU\Lihula,30.92,EUR,D
1721,2021-11-12,Balti Jaama Turg\Kohtla-Järve,'5555******4444 12.11.21  Balti Jaama Turg\Kohtla-Järve,151.79,EUR,D
1722,2021-11-12,Euro Oil\Kiviõli,'5555******4444 12.11.21  Euro Oil\Kiviõli,12.88,EUR,D
1723,2021-11-12,Monton\Antsla,'5555******4444 12.11.21  Monton\Antsla,211.47,EUR,D
1724,2021-11-12,Terminal Oil\Jõhvi,'5555******4444 12.11.21  Terminal Oil\Jõhvi,39.16,EUR,D
1725,2021-11-13,Olerex\Muhu,'5555******4444 13.11.21  Olerex\Muhu,28.24,EUR,D
1726,2021-11-13,Olerex\Otepää,'5555******4444 13.11.21  Olerex\Otepää,63.13,EUR,D
1727,2021-11-13,Olerex\Abja-Paluoja,'5555******4444 13.11.21  Olerex\Abja-Paluoja,21.61,EUR,D
1728,2021-11-13,Matkasell\Tartu,'5555******4444 13.11.21  Matkasell\Tartu,377.14,EUR,D
1729,2021-11-13,Olerex\Elva,'5555******4444 13.11.21  Olerex\Elva,96.23,EUR,D
1730,2021-11-14,Argo,Transaction with Argo,826.6,EUR,D
1731,2021-11-14,Säästumarket\Abja-Paluoja,'5555******4444 14.11.21  Säästumarket\Abja-Paluoja,354.02,EUR,D
1732,2021-11-14,Aivar,Transaction with Aivar,673.93,EUR,K
1733,2021-11-14,Prisma\Tartu,'5555******4444 14.11.21  Prisma\Tartu,189.72,EUR,D
1734,2021-11-15,Statoil\Lihula,'5555******4444 15.11.21  Statoil\Lihula,79.06,EUR,D
1735,2021-11-15,Euronics\Valga,'5555******4444 15.11.21  Euronics\Valga,272.02,EUR,D
1736,2021-11-15,Statoil\Kärdla,'5555******4444 15.11.21  Statoil\Kärdla,27.32,EUR,D
1737,2021-11-15,Terminal Oil\Türi,'5555******4444 15.11.21  Terminal Oil\Türi,27.67,EUR,D
1738,2021-11-16,Tööriistamarket\Paldiski,'5555******4444 16.11.21  Tööriistamarket\Paldiski,409.71,EUR,D
1739,2021-11-17,Circle K\Mustvee,'5555******4444 17.11.21  Circle K\Mustvee,14.16,EUR,D
1740,2021-11-17,ABC King\Kuressaare,'5555******4444 17.11.21  ABC King\Kuressaare,191.77,EUR,D
1741,2021-11-17,Aivi,Transaction with Aivi,605.74,EUR,K
1742,2021-11-17,Liviko\Kunda,'5555******4444 17.11.21  Liviko\Kunda,304.06,EUR,D
1743,2021-11-17,Rahva Raamat e-pood\Kärdla,'5555******4444 17.11.21  Rahva Raamat e-pood\Kärdla,437.07,EUR,D
1744,2021-11-20,Automaailm\Jõgeva,'5555******4444 20.11.21  Automaailm\Jõgeva,312.1,EUR,D
1745,2021-11-20,Kristi,Transaction with Kristi,355.81,EUR,K
1746,2021-11-23,Katrin,Salary from Katrin,3223.66,EUR,K
1747,2021-11-23,Circle K\Kohtla-Järve,'5555******4444 23.11.21  Circle K\Kohtla-Järve,17.85,EUR,D
1748,2021-11-23,Andres,Transaction with Andres,529.98,EUR,D
